id,cluster,E15 cpn,E16 cpn,E18 cpn,P1 cpn,E15 subcereb,E16 subcereb,E18 subcereb,P1 subcereb,E15 corticothal,E16 corticothal,E18 corticothal,P1 corticothal,gene type
Nhedc2,17,0.355533888,0.537717118,0.625828769,0.624979913,0.41709287,0.675283294,0.799110243,0.770411605,0.392065273,0.796804601,0.840615401,0.774002076,Protein
Nhlh1,7,0.640457585,0.144608763,0.021019312,0.037763085,0.733636956,0.035397075,0.008609368,0.023155216,0.451527009,0.169682661,0.02234666,0.019839028,Protein
Nhlh2,2,0.181967001,0.098157598,0.03527913,0.001850805,0.288822241,0.074195629,0.072561625,0.014603736,0.665659776,0.390325608,0.243142763,0.158429742,Protein
Nhlrc1,19,0.885470345,0.879390664,0.987225044,0.749587919,0.921670872,0.93198948,1.027504132,0.991673877,0.892345641,0.887067333,0.99609951,0.901287731,Protein
Nhp2,14,1.283577099,1.302175022,1.308831097,1.501301687,1.215148277,1.418042627,1.461486521,1.605744506,1.054241409,1.156755044,1.238773502,1.417373696,Protein
Nhp2l1,18,1.906719594,1.881844959,1.882490954,1.882936439,1.902380422,1.957425774,1.995952245,2.059642924,1.803908929,1.780970064,1.812900662,1.847635578,Protein
Nhs,9,0.033146563,0.025242437,0.035913077,0.02765746,0.008818414,0.013475127,0.029105903,0.028815617,0.029670804,0.030829477,0.038014111,0.104452967,Protein
Nhsl1,10,1.427602944,1.251270679,1.117904042,0.663427639,1.277400611,1.240449399,1.18750944,0.829150617,0.930479352,0.652955722,0.438157721,0.122191623,Protein
Nin,3,1.71154573,1.622851005,1.452749103,1.360788367,2.046908581,1.81838559,1.582531512,1.481385292,2.038651948,1.977161402,1.894905616,1.905070732,Protein
Ninj1,17,0.319578631,0.334117847,0.406758125,0.722867458,0.294067021,0.319239347,0.490878097,0.80712557,0.383860229,0.355721553,0.50405744,0.868112852,Protein
Ninl,19,1.11761263,1.046557592,1.000230115,0.81984652,1.108443242,0.921406044,0.815508017,0.674467067,1.010961074,0.981457073,0.883389419,0.544893659,Protein
Nip7,18,1.116816872,1.10761354,1.110566143,1.248375477,1.078449568,1.164546163,1.134699732,1.232047755,1.019936312,1.002044615,1.046561494,1.24797572,Protein
Nipa1,18,1.140111907,1.175532107,1.212142308,1.341950623,1.212499225,1.341483986,1.454393569,1.618463356,1.266471598,1.258898164,1.235538547,1.352699503,Protein
Nipal2,16,0.084144629,0.03364949,0.116956899,0.166125083,0.164219572,0.207666407,0.281192504,0.351788579,0.179670402,0.164789905,0.180063911,0.21978879,Protein
Nipal3,6,0.253435662,0.15826748,0.200097488,0.139178615,0.672001748,0.615636574,0.692169844,0.621981784,0.972008335,0.970665273,1.064060952,1.031890566,Protein
Nipsnap3b,14,1.394488454,1.343203708,1.352703359,1.34710549,1.346912111,1.445383108,1.504563285,1.673470644,1.337836484,1.269206962,1.294287622,1.405004665,Protein
Nit2,12,0.706651225,0.888838021,0.886940016,0.946109705,0.68252052,0.768507867,0.877037721,1.026966934,0.844433682,0.947477345,0.880161089,1.039846612,Protein
Nkain2,16,0.710042013,0.958225011,1.189835479,1.361232836,0.756804925,1.246557664,1.504711391,1.557806654,0.928651335,0.992090701,1.104773815,1.283362297,Protein
Nkain3,10,0.867736113,0.564657781,0.372899121,0.230755885,0.454576581,0.380013955,0.21629208,0.253994525,0.328844233,0.402995193,0.260731872,0.271289446,Protein
Nkd1,10,0.941602357,0.491180934,0.382972879,0.455539176,0.91223694,0.399588931,0.4009298,0.471275571,0.501612396,0.302175022,0.186837439,0.140187703,Protein
Nkd2,17,0.603644444,0.890562966,1.053285933,1.080052579,0.595901668,1.061866972,1.069749473,0.919526806,0.636836797,0.975170234,1.089279701,1.055638219,Protein
Nkrf,19,1.182260539,1.108162337,1.074388516,0.85843192,1.147478451,1.058532307,1.00682873,0.872214563,1.097611266,1.038850559,1.055875039,0.936672553,Protein
Nktr,15,1.709878564,1.76388152,1.727150704,1.664065354,1.653680335,1.668560159,1.626005534,1.524819175,1.613682234,1.65626786,1.607814106,1.579713875,Protein
Nlgn1,18,1.367657772,1.419767458,1.335552171,1.48868747,1.552139929,1.521879153,1.476238741,1.575387621,1.276675452,1.368192018,1.264711597,1.409938193,Protein
Nlk,19,1.178893532,1.128072779,1.102255286,1.039153067,1.180108664,1.175894334,1.182009274,1.016513127,1.142905432,1.079362164,1.061919697,0.905689047,Protein
Nln,4,1.308079697,1.439511113,1.472272168,1.301583368,0.827819491,1.357189431,1.542275055,1.407314408,0.878128685,1.11185372,1.28940387,1.185284278,Protein
Nlrp6,16,0.031519508,0.12647786,0.136389807,0.144985581,0.047939627,0.270590105,0.313616269,0.186400546,0.013096501,0.065217714,0.128903391,0.071082243,Protein
Nlrx1,17,0.374390868,0.363247094,0.45092774,0.749706949,0.298840418,0.257683374,0.302569011,0.457597318,0.303783362,0.252393018,0.292940432,0.462003959,Protein
Nmbr,9,0,0.049662172,0.047483979,0.057156212,0.03264543,0.016282321,0.019731182,0.047899957,0.0163546,0.059259267,0.030799702,0.108492297,Protein
Nmd3,19,1.337321463,1.317532671,1.16469183,1.056008671,1.249975721,1.223516708,1.120465344,1.051700353,1.168270554,1.181082907,1.126572948,1.072624825,Protein
Nme1,14,2.072411671,2.059941888,1.992151731,2.128496199,1.907095738,2.152688812,2.175720503,2.264919304,1.734279644,1.801848754,1.857278206,2.067230849,Protein
Nme2,18,2.265753851,2.232144465,2.283464059,2.452540808,2.142132819,2.304160804,2.447229374,2.628728058,1.999338935,2.070074826,2.185457157,2.444155699,Protein
Nmnat1,19,0.631023477,0.620403631,0.539956347,0.403341903,0.747369853,0.716855228,0.647601041,0.539769663,0.79594672,0.713586296,0.598801446,0.36946263,Protein
Nmt2,19,1.453926538,1.505037319,1.416217655,1.382820015,1.623449847,1.651689817,1.568810483,1.467109157,1.577182628,1.657952214,1.545751082,1.4805071,Protein
Nnat,1,2.593860684,2.482200191,2.645385913,2.604966531,2.682181191,2.252095388,2.305860614,2.243496917,2.829316641,2.496825903,2.406395391,2.444549097,Protein
Nnmt,5,0.005914887,0.030601827,0.261096496,0.311136937,0,0,0.013795199,0.022998931,0,0.008379094,0.027940336,0.026707438,Protein
Nnt,19,1.115427437,1.083319834,1.000114204,0.810727708,1.092839901,1.018278063,0.953723459,0.781229596,1.074907823,1.067286647,0.978401033,0.799045405,Protein
Noc3l,19,0.995886486,0.991647314,0.923941025,0.810913007,0.971034971,0.992562796,0.91589137,0.772590857,0.948709241,0.949428067,0.937621689,0.859344883,Protein
Noc4l,18,1.116753812,1.096635452,1.126040446,1.246685652,1.045733604,1.190177566,1.248821398,1.387395166,1.013344589,1.084504783,1.145774252,1.258045531,Protein
Nod1,6,0.245218185,0.327446806,0.392549233,0.244533168,0.234210689,0.114496892,0.199324508,0.128628635,0.435844366,0.554624818,0.802498015,0.57122187,Protein
Nod2,16,0.028953288,0.024264441,0.045112432,0.066741754,0.024837681,0.011312497,0.067454369,0.105733236,0.007239168,0.002228985,0.011354638,0.017279439,Protein
Nog,4,0.264027585,0.523975256,0.742827999,0.853845385,0.347271455,0.608745265,0.574759114,0.716174522,0.633800614,0.353698933,0.465110588,0.505063111,Protein
Nol12,18,1.071502754,1.027317391,1.006771866,1.020884773,0.967395853,1.019801893,1.008570366,1.143570591,0.8994276,0.896770853,0.907432323,0.954734431,Protein
Nol4,19,1.571244016,1.606401789,1.524580447,1.407195385,1.71564741,1.640055878,1.466492453,1.320744328,1.814422744,1.783574162,1.645404583,1.46893338,Protein
Nol6,18,1.499480881,1.508883743,1.519860794,1.671634672,1.501297579,1.577917843,1.576054414,1.707040184,1.458571378,1.508742437,1.524715396,1.681734063,Protein
Nol8,19,1.176730649,1.215381087,1.094446671,0.89062219,1.199006032,1.202243038,1.143049168,0.947431761,1.16454319,1.201178556,1.110387666,0.966954159,Protein
Nomo1,18,1.555065414,1.406863652,1.354989585,1.443569624,1.53025222,1.410254078,1.432123918,1.606163088,1.356752262,1.394259007,1.45453541,1.521910493,Protein
Nop10,14,1.519276575,1.500327058,1.543491912,1.615268105,1.48425712,1.582971929,1.639996187,1.80406443,1.313985265,1.39084153,1.440102686,1.556333865,Protein
Nop16,14,1.19529343,1.179830317,1.246907078,1.206377863,1.134116519,1.305147074,1.371542555,1.419853355,1.039283613,1.095828142,1.186119697,1.133229044,Protein
Nop56,8,2.164448033,2.03392612,1.970973686,2.059756479,2.055970495,2.069127667,1.991763293,2.203905497,1.851232657,1.844929253,1.877657517,2.011447792,Protein
Nop58,19,1.619870398,1.605268404,1.521042581,1.48187957,1.469316763,1.577405622,1.520205705,1.527165718,1.357991987,1.405173838,1.374709863,1.411944464,Protein
Nos1,12,1.20088058,1.129377268,1.05405355,0.937551992,1.071767898,0.627556331,0.327943051,0.154255031,1.228410626,1.321161224,1.179224223,1.07195193,Protein
Notch1,1,0.324621937,0.309691901,0.164314779,0.189915136,0.268654481,0.167937608,0.134647179,0.121765946,0.513313507,0.375347149,0.275376551,0.281987993,Protein
Notch2,19,0.42485388,0.465196898,0.288784719,0.221852485,0.472914346,0.271486827,0.176778926,0.097960776,0.463925821,0.422185886,0.311942367,0.203590907,Protein
Notch3,4,0.235340549,0.337463255,0.479046695,0.372407487,0.11322149,0.253959435,0.572459175,0.365961332,0.193260155,0.145029744,0.139084987,0.089089072,Protein
Nov,16,0.107546757,0.157999825,0.538437996,0.758525849,0.394299301,0.440586388,1.023606749,1.457426178,0.385482938,0.421278084,0.80307455,0.978673442,Protein
Nova1,6,0.438710022,0.430942133,0.49865234,0.701132609,0.641097162,0.867797356,0.856458807,0.929272774,1.089859208,1.061656007,1.031138512,1.155469646,Protein
Nova2,19,1.827331141,1.793872767,1.777431898,1.662675686,1.842838806,1.78762835,1.740327945,1.614593525,1.846863885,1.764479509,1.701243222,1.587286563,Protein
Nox4,16,0.235935533,0.331364527,0.469857347,0.497841538,0.276914475,0.453816575,0.624312011,0.576696014,0.264599205,0.376744803,0.45788341,0.456211117,Protein
Npas1,9,1.040020914,0.297467236,0.318614205,0.357101651,0.287404191,0.360044045,0.378568678,0.381840406,0.320731877,0.46582733,0.520800459,0.709269961,Protein
Npas2,17,0.087269827,0.253740607,1.018801573,1.353075281,0.402783941,0.399365626,0.684881252,1.002515517,0.925780691,1.025586837,1.057171442,1.162172947,Protein
Npas3,9,0.30977278,0.121012939,0.108503122,0.060757505,0.03828233,0.072468645,0.074950583,0.050488413,0.128404762,0.141430018,0.127038353,0.17473269,Protein
Npas4,16,0.145029744,0.153223517,0.321376774,0.264472611,0.088233572,0.276358388,0.618172611,0.381573511,0.136552206,0.231348002,0.614529175,0.458674102,Protein
Npc1,19,1.101028382,1.092846916,1.132307728,0.972506923,1.152477925,1.136628626,1.148065624,0.953409796,1.162821204,1.085404757,1.097208705,0.878392522,Protein
Npcd,17,0.986961529,1.291817124,1.598047085,1.837234799,1.139919996,1.213889471,1.422813003,1.658694277,1.255327995,1.252857883,1.413338329,1.679056134,Protein
Npepl1,19,0.976735491,0.90154114,0.841356342,0.929555324,1.044962874,0.874669063,0.696770388,0.769250269,0.963670269,0.901304629,0.793104888,0.819522878,Protein
Nphp1,14,0.445158784,0.647162833,0.722178003,0.821652376,0.410245635,0.54279556,0.635579241,0.731909332,0.494400903,0.517561396,0.628124185,0.674836349,Protein
Nphp4,19,0.698675453,0.648235072,0.580449385,0.519981479,0.769990666,0.664218755,0.595568966,0.504173075,0.712491441,0.660102422,0.65123148,0.653739138,Protein
Npm1,19,2.425028554,2.375786113,2.292291523,2.237189221,2.390238972,2.395322898,2.376115046,2.42956173,2.291692896,2.22921582,2.174402919,2.222763279,Protein
Npm3,18,1.361491742,1.346884757,1.335890976,1.413469089,1.336449727,1.316532257,1.40351344,1.471524935,1.187359946,1.144103856,1.199008778,1.271669713,Protein
Npnt,16,0.05770147,0.09428696,0.100745049,0.141183471,0.015521915,0.068924647,0.285889316,0.810469769,0.010509334,0.02804714,0.058725827,0.071049425,Protein
Npr3,11,0.091244062,0.155298073,0.088310481,0.116028963,0.785062056,1.47564359,1.287342568,1.213406181,0.987409723,1.374192754,1.071657441,0.865237264,Protein
Nptn,17,1.670699398,1.801468884,1.953627306,2.205672521,1.762864543,1.87543691,2.036061707,2.318451521,1.875508646,1.927772643,2.050039303,2.272331363,Protein
Nptx1,9,1.135984496,0.642250783,0.297908824,0.306622292,1.092155484,0.405414667,0.292500626,0.470366383,1.08078517,1.154548735,1.288640406,1.502964875,Protein
Nptx2,9,0.144998955,0.048738483,0.063310837,0.190600317,0.075690729,0.048525702,0.032549421,0.132933348,0.071049057,0.081705111,0.119213646,0.459488987,Protein
Nptxr,17,0.554045553,0.77290966,1.088196354,1.481636083,0.791812711,0.642169614,0.887084231,1.183241364,0.836982023,0.776358988,0.773501208,1.09027922,Protein
Npy,9,1.220199647,2.078811939,2.368576938,2.596833419,0.960643415,1.685013125,2.178412861,2.618834347,1.91635971,2.377936104,2.714520036,2.837593488,Protein
Npy1r,16,0.329513811,1.068352866,1.367038938,1.122507495,0.514567674,1.255528181,1.491427533,1.059941888,0.201950429,0.885336338,0.923432103,0.499178275,Protein
Nr0b1,5,0.043645951,0.00901732,0.013581507,0.103924759,0,0,0.018089644,0.02176599,0.006631984,0,0.008779175,0.010316497,Protein
Nr1d2,17,0.530806518,0.507943531,0.735436009,1.064446757,0.57766755,0.459050044,0.528888432,0.755973132,0.790862666,0.979624392,1.01134753,1.017608399,Protein
Nr1h2,19,1.48653532,1.391198076,1.373452694,1.315647127,1.489613999,1.40715457,1.303219824,1.252088096,1.428129932,1.388985238,1.366620913,1.310750648,Protein
Nr2c1,19,0.637021159,0.648467351,0.657329353,0.470647127,0.701662086,0.676520772,0.656157638,0.3831185,0.797454517,0.820691325,0.814598486,0.602908208,Protein
Nr2c2,19,0.979464148,1.02253188,0.95784137,0.789983798,0.93258131,0.853099275,0.753650457,0.597750018,0.959081002,0.927543328,0.790434361,0.716766863,Protein
Nr2e1,1,0.311427488,0.21051328,0.07056646,0.047493323,0.129529418,0.038951299,0.042848682,0.031242876,0.472931886,0.225605173,0.064743182,0.068853494,Protein
Nr2f1,15,2.027157905,2.011181223,1.997901203,2.039199894,1.573073607,1.660439509,1.476747601,1.334909923,1.772517535,1.692088665,1.728943535,1.677614252,Protein
Nr2f2,10,0.370087283,0.246712229,0.254532851,0.186663413,0.132875784,0.097034377,0.06226489,0.040429735,0.125274967,0.218379247,0.157026794,0.171509106,Protein
Nr3c1,16,0.030914704,0.04316572,0.303612866,0.511538461,0.081246465,0.412095822,0.770774715,0.722718635,0.213236105,0.130884491,0.159537417,0.378693992,Protein
Nr3c2,4,0.003846964,0.053146465,0.213986595,0.238514286,0.001350638,0.043764158,0.131282389,0.324163059,0.007036113,0.084547324,0.034614662,0.029605252,Protein
Nr4a1,17,0.797885641,0.667713451,0.67514568,1.099359462,0.927253817,0.926488045,0.876221883,1.074454378,0.852338459,0.812771018,0.924115361,1.289236558,Protein
Nr4a2,15,0.562191716,1.198549874,1.582949238,1.494150418,0.660813322,0.952985097,0.302242156,0.155370051,1.445546605,1.272428784,0.913568566,1.194711325,Protein
Nr4a3,3,0.810636372,1.153265935,1.20148179,1.034023311,1.646723202,1.240943429,0.851787743,0.485982492,1.549122247,1.678781425,1.181889301,0.975047897,Protein
Nr6a1,15,0.525012396,0.514119888,0.472997657,0.477095196,0.406827912,0.389116448,0.422190815,0.344091504,0.360973775,0.344771379,0.306763752,0.267799944,Protein
Nradd,15,0.865144262,0.995882979,1.046990438,1.003831334,0.702265059,0.748886989,0.718699277,0.768093227,0.43868788,0.589268039,0.589815608,0.549188472,Protein
Nrap,16,0.008645983,0.011329802,0.018013487,0.021467779,0.015248736,0.022587047,0.067545455,0.152445213,0.01374429,0.005376759,0.007821022,0.047901902,Protein
Nrarp,19,0.5315862,0.587237135,0.523752968,0.417991207,0.475120345,0.401198857,0.320941418,0.236821324,0.6066135,0.490928584,0.376615275,0.231503996,Protein
Nrbp2,17,1.928585303,2.09632245,2.244833552,2.387047952,1.852484263,1.98805124,2.11788418,2.288434801,1.837155822,1.990422331,2.189408893,2.37001504,Protein
Nrcam,19,1.24215367,1.579875017,1.60358386,1.495688616,1.61005407,1.835959307,1.673930037,1.522870494,1.753752301,1.725558012,1.440775311,1.191579551,Protein
Nrg1,11,0.401052276,0.483197755,0.537782588,0.6000609,0.652506453,0.825670786,0.796143294,0.841934186,0.459297475,0.451132199,0.447807436,0.481901047,Protein
Nrg2,17,0.388726249,0.57667069,0.911740717,1.030264866,0.354981914,0.467877329,0.711231724,0.86233118,0.600848794,0.783066327,1.021256299,1.002708483,Protein
Nrg3,12,0.807267063,0.900459987,0.98556478,1.120333687,1.167264153,1.17673354,1.169242275,1.199656463,1.159121843,1.224289562,1.268114415,1.329442629,Protein
Nrgn,4,0.167937313,0.813893755,1.68492342,2.318818517,0.378641328,0.932197169,1.944668195,2.566783847,0.671647622,1.312494707,1.629456492,2.097108006,Protein
Nrip1,10,1.171267058,1.155077814,1.0025479,0.947124312,0.88108951,0.708802334,0.76049486,0.616200251,0.528740634,0.518165048,0.547416542,0.588921262,Protein
Nrip3,16,0.114559279,0.148654163,0.276801294,0.515999612,0.051754327,0.249976698,0.915534905,1.220902695,0.098979266,0.151344104,0.383021425,0.744202202,Protein
Nrn1,7,1.48332336,1.312562379,1.055187139,0.556759476,1.606174919,1.216369142,0.798819773,0.323796432,1.346577889,1.165532177,0.788243341,0.457801689,Protein
Nrp1,10,1.581802936,1.628696404,1.137385764,1.09775693,1.043719785,1.15106632,1.12703349,1.260789051,0.659247613,0.98367499,0.929986714,1.240908516,Protein
Nrp2,6,0.175941546,0.147054266,0.101140907,0.094542049,0.101696907,0.187435546,0.19417982,0.063319846,0.181613808,0.417719079,0.089008056,0.172538424,Protein
Nrsn1,16,0.42655355,0.52206977,0.852211526,1.213900087,0.932667023,1.038283085,1.317915065,1.530486571,0.907366747,0.923420188,0.915275281,0.824808318,Protein
Nrsn2,16,0.327279221,0.147356591,0.434934388,0.688155427,0.422292658,0.313422157,0.857153916,1.203212445,0.555989938,0.503162612,0.835736852,1.102220966,Protein
Nrxn1,17,1.126446376,1.430734386,1.635927867,1.912297533,1.342250903,1.546508116,1.630115518,1.748880794,1.612136169,1.691764681,1.66874923,1.803909611,Protein
Nrxn2,18,1.732672745,1.775155894,1.870801729,2.038337958,1.715425013,1.865632745,2.049210267,2.289171847,1.865556401,1.865556401,1.966814954,2.123858172,Protein
Nrxn3,16,0.619356333,0.175193949,0.164004388,0.408087257,0.083874048,0.285991386,0.816517702,1.233176394,0.137970612,0.39161779,0.4340209,0.634651558,Protein
Nsdhl,14,1.265694967,1.375840953,1.450307626,1.512381512,1.010954298,1.492826017,1.57549036,1.711605636,0.962916004,1.112001395,1.292891537,1.467057305,Protein
Nsf,17,1.193024365,1.2298149,1.341491899,1.479313244,1.130430268,1.076411041,1.291770542,1.456947234,1.25084433,1.348573536,1.460215058,1.663007007,Protein
Nsfl1c,18,1.851570195,1.862012051,1.876290602,1.84792538,1.793631161,1.906945642,1.950904466,2.004281812,1.783619909,1.812274809,1.856301634,1.870657852,Protein
Nsg1,18,2.431247937,2.510936235,2.572224323,2.776852943,2.419831883,2.55695225,2.649966366,2.905409969,2.463751186,2.493735409,2.542796805,2.716751856,Protein
Nsmaf,12,1.043715858,1.057274225,1.167343923,1.079137814,1.074227477,1.137027952,1.173841588,1.097285081,1.094044661,1.283963475,1.38798746,1.288705197,Protein
Nsun7,3,0.299149997,0.366215567,0.455767327,0.349638803,0.738501506,0.463515242,0.417554724,0.30992811,0.57871025,0.634418823,0.446504547,0.249235546,Protein
Nt5c1a,9,0,0,0.045345671,0.102381903,0,0.021601642,0.117296159,0.142987929,0.017857841,0.063385907,0.123395883,0.196069188,Protein
Nt5c3,8,1.472352675,1.555991145,1.572794955,1.636978082,1.495903557,1.602226077,1.569734306,1.661212396,1.530623537,1.570504412,1.616256999,1.682174871,Protein
Nt5dc2,10,1.546981671,1.376474758,1.359839275,1.201768438,1.135781222,0.74960879,0.579677296,0.412080689,1.016524834,0.951239379,0.997029715,0.868690275,Protein
Nt5dc3,10,1.583456099,1.629038353,1.490235272,1.449658868,1.102865727,1.146053579,1.282195992,1.38112411,1.043927868,1.148408289,1.225942166,1.395373577,Protein
Nt5e,17,0.040489638,0.057209513,0.089581212,0.323293361,0.054025939,0.093419233,0.181011346,0.274329916,0.052217842,0.10141401,0.177060969,0.293518563,Protein
Ntf3,0,0.420783916,1.139454025,0.895397681,0.493417617,0.198287229,0.10911566,0.052917379,0.005336779,0.423979458,0.26491954,0.120544977,0.047336404,Protein
Ntm,17,1.775831725,1.847377676,1.988022223,2.212677574,1.629577779,1.652798289,1.956838571,2.256436301,0.93384652,1.458757169,1.887553727,2.157767946,Protein
Ntn1,16,0.048972887,0.150387363,0.128536903,0.175059308,0.02440656,0.039361525,0.232762392,0.044090339,0.015863974,0.060350644,0.066209228,0.119647436,Protein
Ntn4,6,0.167566023,0.176542691,0.291345314,0.306547256,0.452608208,0.123985827,0.135067423,0.196165404,0.69205513,0.832434182,0.722270213,0.822992717,Protein
Ntng1,16,0.083104693,0.116375926,0.189977394,0.134918792,0.065516228,0.751624708,0.922618039,1.018858546,0.046954189,0.161152898,0.068689648,0.082229405,Protein
Ntng2,0,2.087049882,1.965333898,1.879644568,2.00656872,1.281830736,0.362676582,0.459629174,0.375829985,1.003626807,0.697182248,0.740747856,0.53502561,Protein
Ntrk2,17,0.96078176,1.290495387,1.613833368,1.874071102,1.252435519,1.590964374,1.737743513,1.882879001,1.562579523,1.79428584,1.886502005,1.970246893,Protein
Ntrk3,6,1.29110233,1.465461672,1.418905899,1.487877603,1.55274485,1.744230378,1.475986264,1.52531567,1.594279818,1.859523765,1.888269377,1.966696336,Protein
Nts,-1,0,0.023847056,0.026758075,0.00761427,0,1.000517371,0.105982713,0.242775159,0.004669487,1.154892405,0.104524325,0.197802225,Protein
Ntsr1,6,1.586093098,1.729847295,1.698734553,1.741935931,1.360352914,1.662586913,1.481624621,1.426233029,1.921134805,1.978989441,1.994491803,1.80554979,Protein
Ntsr2,16,0.118205515,0.227854067,0.414048653,0.423892737,0.014888693,0.19322787,0.748440775,0.945136582,0.006428002,0.05270779,0.096235812,0.205855318,Protein
Nuak1,19,2.008485196,1.840570265,1.727720143,1.567580356,1.992361732,1.637019156,1.456244535,1.242233238,2.008940661,1.912502636,1.781977849,1.543597511,Protein
Nuak2,19,0.63166999,0.488609934,0.472588256,0.373990877,0.586153919,0.214663208,0.273796634,0.11296241,0.61556501,0.385060829,0.447367373,0.284660342,Protein
Nub1,12,1.567401651,1.563402763,1.522403802,1.492605356,1.74936987,1.780829089,1.70383541,1.683342474,1.847533793,1.819220068,1.734004094,1.664121827,Protein
Nucb1,18,1.295624269,1.321399566,1.355208155,1.526484018,1.31710809,1.342183753,1.44468951,1.648208714,1.337976113,1.337015755,1.392209637,1.498785949,Protein
Nucb2,18,0.79467692,0.948919347,1.026189124,1.213581502,0.951672098,1.07475429,1.156582464,1.335957102,1.00527663,1.048826205,1.124999534,1.362061925,Protein
Nucks1,8,1.426610471,1.429463192,1.478892455,1.608388022,1.319819923,1.324687745,1.397002659,1.493114941,1.330643037,1.314018986,1.363062654,1.529688236,Protein
Nudc,18,1.898735052,1.856806803,1.880833592,1.985151978,1.842935462,1.920319028,1.953931636,2.066046247,1.794775854,1.781987176,1.85280803,2.005176221,Protein
Nudcd1,7,1.202774301,1.098782124,0.872915769,0.464347939,1.304520686,1.063348373,0.906620526,0.610389709,1.044641659,0.939447363,0.799167487,0.458435383,Protein
Nudt1,11,0.357046302,0.348719484,0.39059778,0.46666599,0.632744702,0.789045269,0.864175738,0.86022897,0.601989413,0.603736386,0.684522212,0.680865591,Protein
Nudt18,8,0.563413444,0.499978347,0.584360629,0.668601147,0.588082257,0.554487949,0.57508619,0.67841093,0.549304955,0.510736647,0.6154229,0.737199006,Protein
Nudt2,16,1.077985291,1.254424804,1.322144838,1.323307802,0.952320612,1.292036653,1.49785672,1.542088119,0.817999447,0.932887568,1.135549247,1.207965414,Protein
Nudt4,17,1.44218962,1.714250104,1.968362917,2.112219461,1.317419768,1.614900378,1.9124171,1.997004352,1.282062176,1.496374669,1.778847734,1.973925022,Protein
Nudt8,15,1.414035262,1.414899846,1.312835072,1.322109673,1.47405884,1.392633651,1.183967003,1.145162208,1.355206238,1.333253764,1.300771514,1.269641346,Protein
Nuf2,11,0.241725739,0.227663847,0.161922646,0.139850132,0.488838271,0.354344739,0.324358605,0.382794832,0.49078973,0.460454305,0.345554077,0.237913535,Protein
Numa1,19,1.771452983,1.695074334,1.584254311,1.334658786,1.759222748,1.575701533,1.425638543,1.214348364,1.719663511,1.645431112,1.530654252,1.268617749,Protein
Nup107,19,1.263276177,1.203644713,1.125520302,1.043920018,1.293218871,1.233732009,1.142821043,1.095249575,1.237724656,1.20343543,1.132317335,1.089859208,Protein
Nup153,19,1.403343619,1.359835482,1.267554209,1.148084153,1.370725836,1.303332158,1.242228266,1.123319059,1.343749199,1.303532991,1.234155221,1.143146006,Protein
Nup188,19,1.273494351,1.214804124,1.175537905,1.040049034,1.252005452,1.205991553,1.130253336,0.981399055,1.215714212,1.192450362,1.135466596,1.007858257,Protein
Nup205,19,1.412796429,1.440343817,1.39943488,1.212512538,1.405716796,1.36924184,1.266854695,1.106799231,1.389844472,1.409056892,1.375405704,1.208454794,Protein
Nup210l,19,0.198688971,0.143522222,0.152750836,0.107226934,0.265749847,0.187829411,0.189964775,0.1129306,0.249962044,0.148673592,0.168573199,0.101517497,Protein
Nup35,19,0.847529474,0.805852773,0.773678223,0.646712426,0.918527812,0.973134784,0.911771049,0.878442512,0.88240613,0.874364676,0.864565068,0.786144974,Protein
Nup43,19,0.965376701,0.939515758,0.83724617,0.660284766,0.856657005,0.87022945,0.856007689,0.827268443,0.842800137,0.810215711,0.767657428,0.616996145,Protein
Nup50,19,1.270100945,1.157099998,1.09723648,1.113104019,1.274023844,1.199697597,1.179887722,1.143704749,1.244123668,1.127023766,1.061772804,1.085597367,Protein
Nup54,19,1.404672964,1.356496247,1.273191162,1.28092876,1.376969105,1.299171588,1.174094713,1.156070376,1.324864555,1.277430418,1.21000533,1.23488916,Protein
Nup93,14,0.871771358,0.8473857,0.886305123,1.038776686,0.73722923,0.87810971,0.998518704,1.188894751,0.751192082,0.726167888,0.720029409,0.90994255,Protein
Nup98,19,1.274377251,1.22968952,1.144228502,1.109173421,1.225795006,1.169083415,1.094387266,1.048791274,1.200719205,1.185431655,1.119945065,1.142545884,Protein
Nupl1,13,1.259051269,1.259916255,1.183702499,1.123737338,1.145982212,1.133733659,1.118747375,1.01903358,1.164427215,1.218577515,1.183651286,1.186529738,Protein
Nus1,18,1.14088498,1.210219501,1.244074155,1.310089765,1.129219259,1.259954447,1.329229011,1.39075323,1.151308548,1.203938084,1.235066132,1.318703864,Protein
Nutf2,18,1.520157198,1.421432807,1.433102283,1.497836017,1.446203085,1.508090489,1.540933562,1.645838678,1.416069392,1.424507591,1.426971337,1.507382206,Protein
Nwd1,17,0.062295368,0.067085742,0.074657024,0.118131738,0.041935214,0.029601195,0.03860101,0.049094309,0.090409377,0.076987595,0.064410813,0.091822361,Protein
Nxf1,19,1.865910196,1.826291896,1.730903345,1.685795462,1.887808528,1.79997223,1.700199054,1.62691494,1.854459081,1.823351618,1.725890407,1.712342388,Protein
Nxn,16,0.144466165,0.209309614,0.250080486,0.202316909,0.394392136,1.04373942,1.260500698,1.294589663,0.554330435,0.606788594,0.479808445,0.46773978,Protein
Nxph1,9,0.841140391,0.109668299,0.078672462,0.149513778,0.105300651,0.230786518,0.311179365,0.33227279,0.172921239,0.41065747,0.425408674,0.658289065,Protein
