id,cluster,E15 cpn,E16 cpn,E18 cpn,P1 cpn,E15 subcereb,E16 subcereb,E18 subcereb,P1 subcereb,E15 corticothal,E16 corticothal,E18 corticothal,P1 corticothal,gene type
2810422O20Rik,19,0.386523935,0.390440507,0.378657673,0.220961971,0.515435356,0.499109472,0.501426271,0.371326514,0.564280116,0.572729911,0.581472912,0.361618304,Protein
2810428I15Rik,18,1.341234644,1.34668737,1.401893151,1.462603116,1.342341737,1.416577272,1.473142317,1.642431873,1.25084433,1.303494127,1.314854854,1.504091454,Protein
2810432D09Rik,14,1.114113696,1.085087122,1.185692276,1.057319899,0.996327321,1.053719803,1.270420278,1.227932958,0.807025346,0.856695668,1.145183971,1.032966702,Protein
2810432L12Rik,18,0.976657133,1.104254879,1.328377564,1.43718593,1.08643458,1.391735871,1.543258261,1.669846638,1.22976117,1.310856806,1.435702656,1.518625789,Protein
2810474O19Rik,19,0.947511653,0.876740181,0.772970463,0.64916247,0.901864635,0.742495751,0.695591987,0.492367811,0.866026093,0.821476189,0.785058494,0.666611568,Protein
2900010J23Rik,18,1.900890152,1.904603577,1.919572802,1.988310973,1.865025166,1.950011238,2.042827433,2.13188801,1.84086106,1.870650833,1.911592751,2.004251279,Protein
2900010M23Rik,18,1.570204245,1.586394867,1.650304608,1.836896678,1.551332869,1.666243652,1.781491847,1.989167613,1.472228248,1.532907183,1.62093725,1.872518714,Protein
2900011O08Rik,18,1.664575228,1.689188945,1.787903045,1.840703153,1.798689999,1.81527018,1.926566226,1.971356112,1.854928792,1.843517437,1.909839939,1.953385622,Protein
2900024O10Rik,17,0.457333765,0.422019926,0.600771484,0.901644641,0.356555488,0.58283463,0.624149002,0.901191233,0.475368965,0.373184272,0.538001586,0.916173277,Protein
2900026A02Rik,17,0.638203627,0.547997332,0.722901984,1.091364429,1.027290474,0.743219616,0.941107261,1.150197482,1.110815216,1.034742329,1.188092823,1.396310959,Protein
2900062L11Rik,17,1.19981275,1.131179015,1.230183154,1.424839185,1.410858182,1.417066273,1.466579972,1.657305453,1.385604486,1.416161021,1.49830366,1.664968044,Protein
2900064A13Rik,17,1.167261198,1.143408299,1.205932091,1.505388775,1.117685501,1.148661256,1.231194246,1.580767644,1.13579393,1.151063253,1.237443195,1.59805366,Protein
2900073G15Rik,15,0.994052623,0.817419919,0.744543315,0.805749538,0.89464775,0.714026151,0.657063506,0.714825813,0.822939183,0.787124528,0.722392855,0.824780363,Protein
2900083I11Rik,17,0.500809848,0.999732827,1.038065516,1.054122569,0.969780157,0.910636676,0.984511111,0.793468385,0.980213419,1.176820262,1.248556841,1.398012964,Protein
2900092D14Rik,10,1.691501431,1.743325503,1.73650088,1.79394606,1.393555901,1.49211615,1.510228557,1.454978937,0.776975618,1.095476214,1.32999145,1.244806365,Protein
3110003A17Rik,10,2.176562936,2.044786627,1.904992908,1.668639337,1.811762623,1.311079652,1.355484086,1.25812224,1.472588256,1.284417197,1.33170459,1.224654762,Protein
3110035E14Rik,12,1.229341337,1.316586732,1.182468865,1.125494278,1.176531121,1.125292542,0.842171605,0.795934214,1.356654842,1.381264936,1.236746297,1.267103644,Protein
3110047P20Rik,4,0.00499066,0.893338354,1.592320018,1.620569092,0.014081907,0.95804567,1.40787677,1.284888476,0.016169278,0.12838602,0.425139524,0.231348256,Protein
3110052M02Rik,19,1.064252025,1.110229332,1.018737104,0.734764637,1.112903142,1.093705285,0.954140197,0.677685411,1.106462884,1.106422097,1.021520891,0.752038455,Protein
3110056O03Rik,18,1.026619461,1.050770175,1.09819709,1.324909774,1.08803681,1.162155009,1.212283512,1.488391352,1.157749826,1.13988538,1.209193196,1.375484373,Protein
3110079O15Rik,4,0,0,0,0.09334883,0,0,0.034382006,0.153000676,0,0,0,0.078769195,Protein
3110082I17Rik,18,0.742345645,0.808748949,0.80605849,0.809290975,0.675476796,0.876544594,0.914814225,0.937377451,0.641009822,0.734668642,0.797270311,0.831998317,Protein
3230401D17Rik,13,1.199247656,1.153070593,1.170939038,1.055496829,1.284022192,1.218320143,1.116820191,0.8875481,1.344543563,1.279856222,1.255964412,1.106894313,Protein
3632451O06Rik,11,0.618110882,0.660067274,0.75069349,0.740601091,0.978890973,1.118334181,1.171533391,1.19568937,0.96267139,0.898935698,0.840081618,0.753912293,Protein
3830406C13Rik,11,0.750843821,0.703581957,0.699140214,0.833398942,1.109936094,1.003737909,1.029057732,1.199563212,0.898083136,0.962176536,0.959650409,1.011035175,Protein
3830431G21Rik,9,0.025117029,0.031712041,0.049509523,0.078464431,0.02484125,0.026600589,0.054393937,0.093058687,0.198521005,0.088125807,0.289271365,0.664734089,Protein
4632415K11Rik,19,0.868835392,0.822313256,0.841015152,0.703661016,0.981431691,0.86547945,0.883273519,0.825638344,0.951141702,0.880595819,0.881169454,0.736258622,Protein
4632415L05Rik,19,0.867320734,0.879121122,0.755880951,0.767080879,0.980704044,0.85140207,0.688708959,0.590815094,0.967823535,0.939621574,0.813556972,0.751637788,Protein
4732471D19Rik,19,1.281948741,1.283995093,1.268868029,0.928599636,1.260674686,1.175160873,1.158250888,0.812272132,1.231619936,1.222193443,1.215962568,0.879445698,Protein
4833420G17Rik,19,1.833214068,1.843674325,1.729964581,1.611402512,1.893636947,1.752004632,1.503687202,1.345744144,1.912464917,1.926418081,1.794218184,1.702560633,Protein
4833424O15Rik,4,0.506718745,1.101643985,1.364612899,1.390161162,0.734011306,1.264132797,1.327628624,1.26860605,0.656901814,0.73438213,0.851733977,0.961306216,Protein
4921507P07Rik,12,0.274409575,0.32292187,0.364586638,0.326667601,0.244725536,0.256751892,0.220644607,0.13669584,0.344991226,0.438222641,0.450252188,0.368089687,Protein
4921513D23Rik,19,1.313983157,1.337608992,1.278266461,1.007057392,1.364023519,1.270993091,1.168149673,0.892626566,1.366152022,1.373662169,1.283034237,0.983011617,Protein
4921524J17Rik,13,1.261893031,1.238276996,1.222760679,1.14683474,1.353773942,1.315172357,1.227907262,1.229374631,1.403616329,1.375310549,1.328569184,1.240259622,Protein
4922501C03Rik,19,0.667896361,0.66145299,0.644214984,0.423658667,0.7213992,0.677596004,0.622441994,0.405824282,0.733284757,0.72454292,0.680226699,0.452381456,Protein
4922501L14Rik,17,0.040778119,0.082670141,0.176532857,0.219130873,0.152362963,0.229268336,0.344734072,0.455542219,0.216182271,0.274729217,0.392058229,0.481399627,Protein
4930402H24Rik,19,1.554295289,1.556105817,1.517976662,1.264378586,1.587547092,1.537576074,1.502743848,1.270236166,1.598329713,1.603005723,1.541654116,1.321639849,Protein
4930422G04Rik,12,0.233055536,0.220331718,0.153705439,0.180796019,0.267100123,0.229144336,0.181980141,0.21355574,0.303906336,0.29412152,0.246773006,0.285219418,Protein
4930427A07Rik,19,0.572679959,0.492816243,0.43847273,0.480889016,0.506284447,0.537843012,0.498521446,0.57174376,0.466078355,0.367987332,0.336719832,0.318499498,Protein
4930447C04Rik,17,0.083742992,0.2425459,0.29585353,0.514356462,0.215674832,0.348324338,0.405730446,0.674152654,0.309395926,0.480944983,0.453877669,0.65924571,Protein
4930452B06Rik,16,0.239302733,0.183728672,0.340693911,0.448910282,0.351755735,0.491552181,0.627707831,0.618960725,0.394202941,0.365478625,0.378637696,0.445590194,Protein
4930455F23Rik,12,0.724357804,0.802805185,0.882793683,0.844492087,1.038283085,1.118363944,1.141982516,1.085939572,1.129709222,1.101080002,1.130546038,1.053401162,Protein
4930473A06Rik,12,0.573410072,0.510359994,0.549915059,0.380363218,0.691901543,0.594108453,0.763538799,0.612780679,0.678002747,0.667725586,0.859277033,0.660733652,Protein
4930506M07Rik,19,2.182842459,2.140423187,2.079134195,1.970274798,2.221938205,2.173081326,2.092783785,2.078333545,2.198604859,2.183563071,2.136945581,2.057742156,Protein
4930539E08Rik,9,0.016520987,0.018501984,0.09072984,0.154889973,0.003887559,0.011487171,0.0911983,0.191667828,0.035369133,0.066456381,0.216820151,0.367423017,Protein
4930572J05Rik,16,0.347868402,0.202319362,0.26213819,0.601019697,0.425907384,0.542285023,0.759722223,1.086074954,0.368459824,0.365030987,0.475694428,0.738135771,Protein
4930578N16Rik,19,0.318457779,0.296490779,0.300264094,0.119368408,0.377195113,0.388388977,0.444388346,0.312801259,0.452185251,0.37000763,0.356824836,0.115038397,Protein
4931406P16Rik,19,1.107030107,1.074146936,1.041590047,0.985908556,1.054061219,0.946002016,0.852005182,0.720680971,0.995971971,0.970821365,0.943248115,0.875459474,Protein
4931414P19Rik,19,0.75003759,0.666419692,0.609209029,0.263938431,0.739889446,0.610113758,0.558039818,0.332751443,0.691589788,0.668810684,0.618617016,0.317097627,Protein
4931428F04Rik,14,1.922268612,1.99539078,2.048208667,2.034724689,1.755200795,1.989166722,2.081332903,2.061723828,1.739012701,1.756491573,1.820076607,1.793680051,Protein
4933407C03Rik,18,1.942614649,2.007427699,2.05380806,2.071200588,1.943813936,2.029115812,2.112712222,2.12678382,2.087088975,2.047539648,2.085361944,2.141672351,Protein
4933407H18Rik,19,0.791320745,0.774556379,0.696586146,0.587148375,0.811128418,0.701596477,0.614573483,0.515781149,0.765653656,0.803118972,0.703932457,0.578699938,Protein
4933408B17Rik,19,0.444886012,0.409061971,0.383705881,0.302235659,0.481518588,0.352923082,0.304843679,0.250762179,0.486441814,0.453234226,0.391069259,0.423226207,Protein
4933411K20Rik,13,0.653866358,0.637449701,0.631893052,0.459773836,0.780613223,0.703409181,0.737871393,0.550507191,0.752185248,0.778502887,0.757307187,0.612326017,Protein
4933424B01Rik,19,1.178648946,1.124344432,1.015171073,0.750781382,1.156963865,1.102886289,0.965711921,0.756292949,1.107694887,1.056641909,1.012531846,0.783421874,Protein
4933426I21Rik,19,0.561354251,0.615314444,0.526929568,0.377275281,0.632422871,0.538406569,0.434255844,0.252095145,0.61737468,0.616665575,0.491930107,0.342977039,Protein
4933426M11Rik,19,1.045033353,0.929985693,0.866296793,0.892344528,1.043810097,0.892011633,0.809486316,0.811897256,0.990552397,0.95964469,0.926763159,0.962118727,Protein
4933432B09Rik,19,1.00558415,1.007750764,0.950482176,0.679549627,1.124631365,0.943674528,0.857184691,0.480920588,1.138662619,1.152597134,1.111299488,0.792041311,Protein
4933437F05Rik,19,0.440575365,0.385041145,0.331882611,0.147850316,0.465886757,0.402789095,0.283766941,0.114455184,0.461436995,0.424067797,0.391007483,0.169285805,Protein
4933439F18Rik,13,1.072808495,1.095280963,1.114367418,1.065975366,1.045197759,1.04169264,1.035303634,0.924460721,1.09562608,1.103095278,1.14492897,1.116654226,Protein
5133401N09Rik,19,1.087469068,0.917171915,0.862281686,0.744133321,1.09271012,1.02580338,1.024176051,0.999744994,1.085072841,1.068886848,0.999284562,0.881541568,Protein
5330417C22Rik,17,0.449376563,0.405435157,0.613423176,0.720875092,0.340426267,0.505861909,0.72932681,0.754742692,0.402318138,0.509607048,0.774753391,0.893271726,Protein
5330426P16Rik,16,0.592724001,0.620233942,0.733957618,0.657723044,0.719458904,1.145065818,1.289064718,1.10154431,0.740743123,0.634970735,0.587721065,0.484925911,Protein
5330429B09Rik,15,0.678342623,0.868329328,0.927073031,0.818678433,0.680461522,0.667180149,0.659378939,0.6644812,0.656156679,0.672404528,0.659038171,0.673157352,Protein
5330437I02Rik,17,0.169665325,0.247923455,0.31709972,0.427340021,0.129568092,0.236876201,0.212444109,0.279606723,0.200080228,0.258566171,0.233900583,0.362114752,Protein
5430405G05Rik,19,1.051009664,1.059506619,1.064985561,0.981752031,1.208691219,1.214223741,1.21420783,1.19088612,1.154931925,1.131336313,1.06737219,0.968660833,Protein
5430405H02Rik,15,1.102457718,1.027750279,0.86774848,0.782266178,0.909392871,0.804163294,0.728727845,0.676287469,0.876363351,0.840403472,0.891333364,0.918233275,Protein
5430411K18Rik,19,0.851517625,0.838829579,0.796432783,0.66450565,0.83936113,0.789012091,0.784545974,0.639351,0.821103277,0.8424245,0.777597172,0.668410147,Protein
5430416N02Rik,19,1.661153648,1.55273147,1.478696332,1.251526287,1.713503983,1.521932691,1.365443056,1.132688648,1.656405838,1.572434766,1.509303353,1.304662833,Protein
5430417L22Rik,3,0.977151789,0.726197258,0.601052346,0.82571101,1.178000846,0.714740385,0.657632297,0.801860405,1.215272635,0.970634606,0.916858049,1.070850253,Protein
5730409E04Rik,17,0.730013912,0.989619764,1.255007022,1.419109454,0.393053737,0.752546256,1.153394081,1.247907013,0.571316276,0.766162163,1.045236894,1.211897089,Protein
5730419I09Rik,19,1.416828495,1.37403126,1.350094825,1.226117661,1.477362945,1.396227253,1.369635102,1.09080807,1.467329831,1.475528821,1.381358795,1.200842293,Protein
5730437N04Rik,18,1.220696342,1.27408161,1.314339206,1.44347265,1.248593594,1.269907366,1.33696978,1.477561117,1.20157463,1.189880358,1.247327479,1.340872249,Protein
5730455P16Rik,17,1.088915347,1.177954722,1.211713085,1.297618276,0.988808137,1.04187409,1.124549869,1.17154802,0.966854799,1.102159183,1.190449362,1.293916948,Protein
5730469M10Rik,18,1.383502992,1.40430506,1.376970928,1.540489646,1.409188947,1.452116251,1.493899789,1.73634789,1.324354489,1.362435348,1.408784189,1.584956204,Protein
5730507C01Rik,19,0.586913466,0.672647309,0.599727004,0.325930057,0.635682753,0.688477665,0.568323779,0.299405959,0.719987206,0.775233872,0.721507245,0.462165813,Protein
5730508B09Rik,4,0.825101412,0.781919729,0.863849049,0.892717202,0.512046358,0.697045295,0.982844033,0.996453879,0.392422575,0.454450006,0.610377993,0.7112579,Protein
5730559C18Rik,19,0.740914288,0.589694979,0.590496312,0.414344837,0.810252686,0.543167501,0.501619237,0.306911594,0.796918302,0.682489847,0.691249517,0.386363395,Protein
5830433M19Rik,19,0.935911143,0.905705236,0.818702168,0.66985314,0.930007124,0.912004057,0.817280374,0.602964553,0.889579002,0.864290318,0.866783392,0.683732178,Protein
5930416I19Rik,19,1.571663421,1.507226903,1.505620661,1.38813674,1.4951751,1.474833747,1.396483551,1.281031093,1.45496675,1.444662991,1.442744655,1.296700283,Protein
6030405A18Rik,10,0.876757486,0.873433957,0.923296877,0.725002091,0.482400459,0.58039689,0.629868119,0.768842253,0.239117463,0.486518321,0.446563572,0.47006633,Protein
6030446N20Rik,16,0.092444826,0.028673471,0.058069027,0.104406869,0.134996137,0.242165855,0.409270192,0.507025603,0.184798998,0.110391708,0.228615399,0.263241119,Protein
6330403A02Rik,16,0.302311443,0.777463073,1.013749128,1.144116323,0.346417527,1.152859891,1.289635768,1.436410744,0.813904421,1.206979605,1.26099388,1.361261191,Protein
6330403K07Rik,15,2.374968186,2.424850614,2.447027723,2.377712301,2.266962747,2.218002156,2.354847648,2.379680717,2.440004935,2.350746008,2.38291174,2.350170459,Protein
6330406I15Rik,5,0.037681501,0.043704862,0.130851075,0.265377089,0.075763325,0.014457952,0.077594261,0.138944348,0.086105231,0.045779335,0.041390553,0.108974434,Protein
6330407J23Rik,19,1.797949962,1.873986358,1.786573978,1.566281896,1.742649732,1.781367567,1.755070285,1.531164578,1.746922077,1.786109441,1.672569781,1.479127398,Protein
6330409N04Rik,18,0.912879114,1.007644952,1.108497371,1.228336185,0.928458329,1.056214766,1.180587462,1.289586723,0.976714872,1.022608568,1.1230149,1.24389091,Protein
6330416G13Rik,11,0.412719199,0.326686023,0.336881815,0.372031481,0.530942104,0.56215601,0.626195578,0.605377243,0.506276325,0.428405334,0.436882692,0.500177448,Protein
6330439K17Rik,17,0.415490852,0.530913967,0.675148433,0.795531747,0.533538203,0.560519947,0.686806915,0.822218439,0.63701014,0.720676839,0.850027124,1.066393021,Protein
6330503K22Rik,19,1.263055833,1.155375517,1.111961125,0.874608203,1.319301812,1.182657128,1.166906481,0.920479698,1.335955099,1.192990949,1.18817449,0.943293645,Protein
6330527O06Rik,16,0.026577591,0.03697356,0.041709999,0.110580284,0.079183418,0.066222652,0.182246837,0.710422026,0.089034238,0.105134656,0.076351303,0.214085024,Protein
6330577E15Rik,8,1.580315853,1.632747737,1.635318844,1.702725997,1.454960656,1.508513559,1.609082985,1.632832709,1.463415152,1.467492673,1.537644083,1.59664547,Protein
6330578E17Rik,19,1.25391684,1.236877208,1.212227568,1.077047972,1.213746133,1.237392915,1.29449268,1.180776542,1.217323357,1.191000836,1.196886067,1.088203443,Protein
6430527G18Rik,13,1.799403966,1.677184314,1.652295668,1.75225901,1.89742089,1.790408326,1.693542291,1.79969129,1.906060153,1.798689309,1.739006365,1.794606538,Protein
6430548M08Rik,6,1.217099489,1.125159085,1.172985106,1.134849393,1.382281863,1.099463094,1.117281241,1.06236008,1.73411065,1.609488757,1.714561098,1.752795713,Protein
6430550D23Rik,3,0.124602028,0.207386051,0.175264444,0.083208691,0.31869344,0.184793322,0.144948567,0.060842833,0.319526611,0.272740154,0.245235223,0.116048246,Protein
6430573F11Rik,16,0.552451623,0.518105775,0.415143692,0.416424138,0.530945941,1.145802193,1.196667978,1.256212459,0.042433743,0.148831771,0.113181333,0.057206467,Protein
6430598A04Rik,19,1.973265512,1.977485821,1.983920227,1.928179163,2.148476173,2.117619255,2.1291612,2.09528445,2.17471962,2.082605873,2.01689969,1.945915452,Protein
6430704M03Rik,17,0.513542533,0.850011174,1.097062858,1.089414046,0.689707446,0.649342649,0.835257964,0.733720351,0.770376235,0.921216038,0.845640569,0.790952634,Protein
6530401D17Rik,17,0.830068102,0.894200272,1.068393679,1.387181529,0.917141432,1.16339397,1.300291067,1.585069124,0.935346517,1.104794286,1.262861458,1.573833184,Protein
6530401N04Rik,17,0.280573135,0.308628433,0.338934353,0.425785204,0.371915295,0.434484272,0.49702922,0.679288864,0.325386341,0.353373745,0.462935292,0.61818935,Protein
6530418L21Rik,19,0.120138102,0.109460762,0.127119707,0.077236689,0.121202874,0.089712284,0.072371233,0.025984637,0.150500084,0.130239179,0.113549971,0.081417884,Protein
6720456B07Rik,18,1.780083897,1.821556104,1.8512088,1.998469022,1.788131589,1.86717511,1.889566681,2.02619812,1.785638715,1.792059537,1.829197599,1.950611144,Protein
6720456H20Rik,19,0.644634519,0.614966782,0.546257564,0.334182232,0.651642358,0.549214224,0.440973592,0.2726785,0.599124031,0.609150284,0.542617563,0.359072426,Protein
6820408C15Rik,9,0.131858198,0.131178694,0.164954799,0.228587948,0.163154515,0.095215395,0.168085091,0.199138667,0.175337539,0.161836488,0.263893019,0.480124848,Protein
8430406I07Rik,19,0.403996808,0.550439944,0.597816903,0.352163216,0.425271673,0.39172706,0.414374946,0.254981913,0.454517111,0.466183772,0.499340608,0.254425529,Protein
8430410K20Rik,19,1.393004543,1.296750725,1.26521653,1.151670105,1.378337931,1.289990066,1.293753575,1.117834519,1.365242689,1.295190915,1.313411605,1.214348364,Protein
8430419L09Rik,18,1.414552212,1.47899769,1.502524074,1.583578474,1.418680719,1.427083437,1.537581112,1.6557347,1.35418722,1.410503921,1.463751186,1.512106464,Protein
8430427H17Rik,19,1.767747143,1.685639645,1.646777079,1.547656581,1.74337334,1.765321278,1.759881541,1.652396239,1.732349524,1.639867824,1.585521639,1.460924891,Protein
9030409G11Rik,6,1.030441032,0.968723378,1.153387979,1.153394081,1.586526544,1.466329236,1.315430814,1.185567651,1.735196352,1.73132682,1.479795496,1.176944533,Protein
9030418K01Rik,16,0.495490221,0.431080576,0.57885344,0.601229696,0.353875856,0.467036562,0.745065418,0.734831021,0.19412594,0.277661693,0.387775892,0.455923921,Protein
9030425E11Rik,15,1.940809236,1.993425649,1.998415412,1.908557395,1.84329446,1.900402089,1.895593247,1.767664843,1.900783196,1.914817395,1.936168281,1.795535224,Protein
